rank,skill_name,filename,skill_slug,model_name,model_slug,overall_risk,is_vulnerable,vulnerability_count,cvss_base_score,cvss_severity,cvss_vector,attack_vector,attack_complexity,privileges_required,user_interaction,sars_score,sars_severity,sars_ifr,sars_dg,sars_ai,sars_br,sars_ca,top_finding_category,evaluated_at,error
172,mx_macro_data,mx-macro-data.md,mx-macro-data.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,6.7,MEDIUM,2,2,2,2,2,UNSAFE FILE OPERATIONS,2026-04-10T16:01:35.039836,
173,exa-web-search-free,exa-web-search-free.md,exa-web-search-free.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,5.6,MEDIUM,2,1,1,2,2,INDIRECT / EMBEDDED INJECTION,2026-04-10T16:07:52.601904,
174,x-search,x-search.md,x-search.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T16:13:45.315256,
175,deep-research-pro,deep-research-pro.md,deep-research-pro.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T16:20:20.744939,
176,himalaya,himalaya.md,himalaya.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,6.7,MEDIUM,2,2,2,2,2,COMMAND/SHELL INJECTION,2026-04-10T16:23:30.311173,
177,mx_finance_data,mx-finance-data.md,mx-finance-data.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:P,Network,Low,Low,Passive,6.7,MEDIUM,2,2,2,2,2,COMMAND/SHELL INJECTION,2026-04-10T16:28:15.718074,
178,github,github.md,github.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.1,MEDIUM,2,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T20:52:03.322023,
179,browser-use,browser-use.md,browser-use.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,2,1,MEMORY POISONING & PERSISTENCE ATTACKS,2026-04-10T23:03:12.897878,
180,himalaya,himalaya.md,himalaya.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,4,1.2,Low,CVSS:4.0/AV:N/AC:L/AT:N/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.1,MEDIUM,2,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T23:36:05.999241,
181,multi-search-engine,multi-search-engine.md,multi-search-engine.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,None,Passive,5.6,MEDIUM,2,1,1,2,2,DATA EXFILTRATION,2026-04-10T11:47:47.720394,
182,trello,trello.md,trello.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,None,5.9,MEDIUM,2,2,2,1,2,CREDENTIAL / SECRET EXPOSURE,2026-04-10T13:54:58.914391,
183,model-usage,model-usage.md,model-usage.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,3,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:N/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,None,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T14:31:17.508357,
184,skill-vetter,skill-vetter.md,skill-vetter.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,None,Passive,4.1,MEDIUM,2,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T20:40:15.030712,
185,freeride,free-ride.md,free-ride.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,None,Passive,4.1,MEDIUM,2,1,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T20:55:40.135038,
186,nano-pdf,nano-pdf.md,nano-pdf.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:N/VI:L/VA:N/SC:N/SI:L/SA:N/E:U,Network,Low,None,Passive,4.1,MEDIUM,2,1,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T21:20:00.005870,
187,mcporter,mcporter.md,mcporter.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,None,Passive,4.1,MEDIUM,2,1,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T21:36:17.324749,
188,ui-ux-pro-max,ui-ux-pro-max.md,ui-ux-pro-max.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,None,Passive,4.1,MEDIUM,2,1,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T22:04:39.205947,
189,moltguard,moltguard.md,moltguard.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:N/SI:L/SA:N/E:U,Network,Low,None,Passive,3.3,LOW,1,1,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T22:41:06.212186,
190,model-usage,model-usage.md,model-usage.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,None,Passive,4.1,MEDIUM,2,1,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T22:43:37.604590,
191,skill-finder-cn,skill-finder-cn.md,skill-finder-cn.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,None,Passive,4.1,MEDIUM,2,1,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T22:59:21.213596,
192,stock-watcher,stock-watcher.md,stock-watcher.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,None,Passive,4.1,MEDIUM,2,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T23:08:49.525269,
193,gmail,gmail.md,gmail.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,2,0.6,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:N/VI:L/VA:N/SC:L/SI:L/SA:L/E:U,Network,Low,None,Passive,4.1,MEDIUM,2,1,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T23:23:58.739062,
194,multi-search-engine,multi-search-engine.md,multi-search-engine.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,DATA EXFILTRATION,2026-04-10T00:16:23.430183,
195,youtube-watcher,youtube-watcher.md,youtube-watcher.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,REMOTE CODE EXECUTION / DYNAMIC CODE,2026-04-10T01:07:46.026373,
196,tavily-search,openclaw-tavily-search.md,openclaw-tavily-search.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,CREDENTIAL / SECRET EXPOSURE,2026-04-10T01:25:02.517939,
197,brave-search,brave-search.md,brave-search.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,2,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.1,MEDIUM,2,1,1,1,1,CREDENTIAL / SECRET EXPOSURE,2026-04-10T01:33:42.009895,
198,markdown-converter,markdown-converter.md,markdown-converter.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,UNSAFE FILE OPERATIONS,2026-04-10T01:42:35.204558,
199,stock-market-pro,stock-market-pro.md,stock-market-pro.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,REMOTE CODE EXECUTION / DYNAMIC CODE,2026-04-10T01:47:03.098145,
200,youtube,youtube-api-skill.md,youtube-api-skill.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,5.4,MEDIUM,2,1,2,1,2,COMMAND/SHELL INJECTION,2026-04-10T01:55:03.838848,
201,news-summary,news-summary.md,news-summary.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T02:16:26.827753,
202,model-usage,model-usage.md,model-usage.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,UNSAFE FILE OPERATIONS,2026-04-10T02:20:19.842398,
203,video-frames,video-frames.md,video-frames.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,2,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:N/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.1,MEDIUM,2,1,1,1,1,UNSAFE FILE OPERATIONS,2026-04-10T02:21:52.302464,
204,web-search-plus,web-search-plus.md,web-search-plus.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T02:26:44.833118,
205,tavily-search,liang-tavily-search.md,liang-tavily-search.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T02:43:38.218709,
206,video-transcript-downloader,video-transcript-downloader.md,video-transcript-downloader.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,UNSAFE FILE OPERATIONS,2026-04-10T02:57:08.425813,
207,exa-web-search-free,exa-web-search-free.md,exa-web-search-free.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T03:18:08.715870,
208,x-search,x-search.md,x-search.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T03:21:55.108724,
209,deep-research-pro,deep-research-pro.md,deep-research-pro.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,MEDIUM,True,4,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,1,2,COMMAND/SHELL INJECTION,2026-04-10T03:26:09.105915,
210,proactive-agent,proactive-agent.md,proactive-agent.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:L/SI:L/SA:L/E:U,Network,Low,Low,Passive,6.1,MEDIUM,2,2,1,2,2,INSECURE DESERIALIZATION,2026-04-10T20:45:49.124399,
211,marketing-mode,marketing-mode.md,marketing-mode.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N/E:U,Network,Low,Low,Passive,4.8,MEDIUM,2,1,1,2,1,UNSAFE FILE OPERATIONS,2026-04-10T21:56:15.435530,
212,opencode-controller,opencode-controller.md,opencode-controller.md,mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai_Mixtral-8x7B-Instruct-v0.1,MEDIUM,True,3,0.5,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:P/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Passive,4.1,MEDIUM,2,1,1,1,1,PROMPT INJECTION SUSCEPTIBILITY,2026-04-10T23:16:33.313830,
213,ai-business-search,ai-business-search.md,ai-business-search.md,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,MEDIUM,True,5,0.4,Low,CVSS:4.0/AV:N/AC:L/AT:P/PR:L/UI:A/VC:L/VI:L/VA:N/SC:L/SI:L/SA:N/E:U,Network,Low,Low,Active,5.4,MEDIUM,2,1,2,1,2,UNSAFE FILE OPERATIONS,2026-04-10T15:51:15.028211,
214,skill-vetter,skill-vetter,skill-vetter,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,0.7,LOW,0,0,0,0,1,,2026-04-09T22:49:02.415749,
215,skill-vetter,skill-vetter,skill-vetter,meta-llama/Meta-Llama-3.1-70B-Instruct,meta-llama_Meta-Llama-3.1-70B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,None,None,0.0,NONE,0,0,0,0,0,,2026-04-09T23:45:57.332540,
216,skill-vetter,skill-vetter.md,skill-vetter.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,Network,Low,High,Active,0.7,LOW,0,0,0,0,1,,2026-04-10T00:08:04.214872,
217,humanizer,humanizer.md,humanizer.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T00:18:54.208359,
218,github,github.md,github.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.0,LOW,1,1,0,0,1,,2026-04-10T00:21:44.101506,
219,weather,weather.md,weather.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T00:39:06.804379,
220,clawddocs,clawddocs.md,clawddocs.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:02:52.108022,
221,openai-whisper,openai-whisper.md,openai-whisper.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:04:06.739970,
222,automation-workflows,automation-workflows.md,automation-workflows.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,Network,Low,High,Active,3.3,LOW,1,1,1,1,1,,2026-04-10T01:09:34.535025,
223,skill-creator,skill-creator.md,skill-creator.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:10:45.702587,
224,baidu-search,baidu-search.md,baidu-search.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:26:22.617386,
225,excel-xlsx,excel-xlsx.md,excel-xlsx.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.6,LOW,1,1,1,0,1,,2026-04-10T01:31:55.714558,
226,frontend-design,superdesign.md,superdesign.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,0.7,LOW,0,0,0,0,1,,2026-04-10T01:43:48.743435,
227,answeroverflow,answeroverflow.md,answeroverflow.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:45:04.133672,
228,marketing-mode,marketing-mode.md,marketing-mode.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T01:53:03.538177,
229,n8n-workflow-automation,n8n-workflow-automation.md,n8n-workflow-automation.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N/E:U,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T02:12:32.604488,
230,marketing-skills,marketing-skills.md,marketing-skills.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,1.5,LOW,1,0,0,0,1,,2026-04-10T02:23:03.008296,
231,powerpoint-pptx,powerpoint-pptx.md,powerpoint-pptx.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.6,LOW,1,1,1,0,1,,2026-04-10T02:32:38.913766,
232,data-analysis,data-analysis.md,data-analysis.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.0,LOW,1,1,0,0,1,,2026-04-10T02:39:57.425677,
233,market-research,market-research.md,market-research.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.0,LOW,1,1,0,0,1,,2026-04-10T03:05:55.015839,
234,ai-business-search.md,ai-business-search.md,ai-business-search.md,Qwen/Qwen2.5-32B-Instruct,Qwen_Qwen2.5-32B-Instruct,LOW,False,0,0.0,None,CVSS:4.0/AV:N/AC:L/AT:P/PR:H/UI:A/VC:N/VI:N/VA:N/SC:N/SI:N/SA:N,Network,Low,High,Active,2.0,LOW,1,1,0,0,1,,2026-04-10T03:07:06.603599,
